,mstar,logt,logl_ls,logg,radius,feh,afe,age,u,g,r,i,z,J,H,Ks,Kp,IRAC1,IRAC2,KIC,KOI
30,0.4629,3.5789999999999997,-1.456,4.842,0.4272,-0.5,0.0,0.2,13.13,10.31,8.919,8.306000000000001,7.961,6.723,6.127999999999999,5.916,8.758,5.8629999999999995,5.8,9710326.0,947
31,0.473,3.5810000000000004,-1.4269999999999998,4.833,0.4366,-0.5,0.0,0.2,13.03,10.21,8.827,8.226,7.89,6.656000000000001,6.06,5.849,8.674,5.797999999999999,5.7379999999999995,2556650.0,2156
32,0.483,3.583,-1.3969999999999998,4.823,0.4461,-0.5,0.0,0.2,12.92,10.11,8.735,8.147,7.818,6.5889999999999995,5.9910000000000005,5.782,8.589,5.734,5.676,10525027.0,2006
33,0.4931,3.585,-1.368,4.814,0.4557,-0.5,0.0,0.2,12.81,10.01,8.642999999999999,8.067,7.746,6.522,5.922999999999999,5.7139999999999995,8.504,5.669,5.614,6382217.0,2036
34,0.5032,3.5869999999999997,-1.339,4.803999999999999,0.4654,-0.5,0.0,0.2,12.7,9.916,8.551,7.9879999999999995,7.675,6.455,5.855,5.647,8.42,5.605,5.5520000000000005,11752906.0,253
80,0.4629,3.5789999999999997,-1.455,4.842,0.4273,-0.5,0.0,0.3,13.13,10.3,8.915,8.302999999999999,7.96,6.722,6.127000000000001,5.916,8.755,5.862,5.801,,
81,0.473,3.5810000000000004,-1.426,4.833,0.4367,-0.5,0.0,0.3,13.02,10.2,8.823,8.224,7.888999999999999,6.655,6.059,5.848,8.671,5.797999999999999,5.739,,
82,0.483,3.583,-1.3969999999999998,4.823,0.4462,-0.5,0.0,0.3,12.91,10.11,8.731,8.145,7.817,6.587999999999999,5.9910000000000005,5.781000000000001,8.586,5.733,5.6770000000000005,,
83,0.4931,3.585,-1.368,4.813,0.4558,-0.5,0.0,0.3,12.81,10.01,8.639,8.065,7.745,6.521,5.922999999999999,5.7139999999999995,8.502,5.669,5.615,,
130,0.4629,3.58,-1.455,4.842,0.4274,-0.5,0.0,0.4,13.12,10.3,8.911,8.301,7.959,6.722,6.126,5.915,8.752,5.862,5.801,,
131,0.473,3.582,-1.426,4.832,0.4369,-0.5,0.0,0.4,13.02,10.2,8.818999999999999,8.222000000000001,7.8870000000000005,6.655,6.058,5.848,8.668,5.797000000000001,5.739,,
